source,cos_sim,target,level
"Человек, владеющий собственной дачей, – дачевладелец (ж. р. дачевладелица).",0.9999999999999998,"Человек, владеющий собственной дачей, – дачевладелец (ж. р. дачевладелица).",C_to_B
Одна из лучших инсценировок поэмы была сделана М.А. ,0.7572126319267227,Одну из лучших инсценировок поэмы сделал М. ,C_to_B
Булгаков создал в романе и один из прекрасных женских образов русской литературы. ,1.0000000000000002,Булгаков создал в романе и один из прекрасных женских образов русской литературы. ,C_to_B
На рубеже XIX-XX вв. спектакли театра оформляли известные русские художники К.А. ,0.9999999999999999,На рубеже XIX-XX вв. спектакли театра оформляли известные русские художники К.А. ,C_to_B
Армейская тема – главная в творчестве Студии военных художников имени М.Б. ,0.9252439068501365,Армейская тема − главная в творчестве Студии военных художников имени М.Б. ,C_to_B
"Чебурашка стал одной из любимых детских игрушек не только в России, но и за её пределами. ",0.836087000109201,"Чебурашка стал одной из любимых детских игрушек не только в России, но и за рубежом.",C_to_B
Сокольники» (1879 г.) уже говорила о ярком своеобразии его ощущения единства природы и души человека.,0.951222079173221,Сокольники» (1879 г.) уже говорила о ярком своеобразии его ощущения единства природы и души человека.,C_to_B
С именем Менделеева иногда связывают определение идеального (40 %) содержания спирта в классической русской водке. ,0.9999999999999998,С именем Менделеева иногда связывают определение идеального (40 %) содержания спирта в классической русской водке. ,C_to_B
"В шестиконечном кресте, кроме большой поперечной перекладины, есть меньшая перекладина вверху (на которой была надпись «Иисус Назарянин, Царь Иудейский»). ",0.6088041667160825,"В шестиконечном кресте, кроме большой поперечной перекладины, есть меньшая перекладина вверху, а в восьмиконечном кресте небольшая перекладина еще внизу. ",C_to_B
"Идейное направление журнала «Время» было продолжено в другом издававшемся Достоевским журнале «Эпоха» (1864-1865 гг.) и в произведениях 60-х гг.: в 1864 г. вышла повесть «Записки из подполья», героем которой стал бедный чиновник, страдающий раздвоением личности, поставленный перед необходимостью сделать выбор между добром и злом; в 1866 г. − роман «Преступление и наказание», в котором писатель рассматривал вопрос о праве человека на убийство.",0.7277005566460015,"В 1864 г. вышла повесть «Записки из подполья», героем которой стал бедный чиновник, поставленный перед необходимостью сделать выбор между добром и злом; в 1866 г. − роман «Преступление и наказание», в котором писатель рассматривает вопрос о праве человека на убийство.",C_to_B
"Мастера, писавшие фрески и иконы, назывались иконописцами. ",0.38823407458347625,"Оттуда приехали в Киев и первые иконописцы – мастера, которые писали иконы и фрески (роспись на стенах храма).",C_to_B
"Во время её полета воют ветры, стонет земля, скот ревёт, трещат и гнутся вековые деревья. ",0.9664369285498478,"Во время её полета воют ветры, стонет земля, скот ревёт, трещат и гнутся деревья. ",C_to_B
С 1920 г. ,0.5545025699186275,С 1920 г. ,C_to_B
"В этот период Пушкин отошёл от романтического мировосприятия, изображения исключительной личности. ",0.644867760674915,В этот период Пушкин отошёл от романтической поэзии. ,C_to_B
По одной из версий здесь в Печерском монастыре (основан в 1328-1330 гг.) в 1377 г. монах Лаврентий написал древнейшую сохранившуюся пергаментную «Лаврентьевскую летопись» (см. летопись).,0.956948638595095,По одной из версий здесь в Печерском монастыре (основан в 1328-1330 гг.) в 1377 г. монах Лаврентий написал древнейшую сохранившуюся пергаментную «Лаврентьевскую летопись» (см. летопись).,C_to_B
"Рождество Христово), на котором девочке Маше подарили Щелкунчика – некрасивого человечка, игрушку-щипцы для раскалывания орехов. ",0.9402356970459774,"Рождество Христово), на котором девочке Маше подарили Щелкунчика – некрасивого человечка, игрушку-щипцы для орехов. ",C_to_B
Многие постановки театра оформлял художник Д.Л. ,0.9581653598441969,Многие постановки театра оформлял художник Д.Л. ,C_to_B
Лермонтова.,1.0,Лермонтова.,C_to_B
"Толстой, И.С. ",0.9059049043684538,"Толстой, И.С. ",C_to_B
"Стали крылатыми словами многие высказывания авторов и героев романа, например: Лёд тронулся, господа присяжные заседатели! ",1.0000000000000004,"Стали крылатыми словами многие высказывания авторов и героев романа, например: Лёд тронулся, господа присяжные заседатели! ",C_to_B
Библиотека основана 1 июля 1862 г. ,0.8892272611870301,Библиотека основана 1 июля 1862 г. ,C_to_B
С мешком подарков до сих пор приходит к детям на Новый год Дед Мороз.,0.8712036592481418,С мешком подарков до сих пор на Новый год к детям приходит Дед Мороз.,C_to_B
"Это пагубно сказывалось на  жизни всей  страны и жизни отдельного человека, лишённого на практике многих прав и свобод, декларированных Конституцией. ",0.9999999999999996,"Это пагубно сказывалось на  жизни всей  страны и жизни отдельного человека, лишённого на практике многих прав и свобод, декларированных Конституцией. ",C_to_B
"Много диких уток, гусей, журавлей (см. журавль) и речной рыбы – лещ, щука, карась, осётр и др.",1.0,"Много диких уток, гусей, журавлей (см. журавль) и речной рыбы – лещ, щука, карась, осётр и др.",C_to_B
"Казань), а в 1556 г. ",0.8252955528005065,"Казань), а в 1556 г. ",C_to_B
"Клейном в стиле неоклассицизма, является памятником архитектуры. ",0.7179391429778945,Клейном и является памятником архитектуры. ,C_to_B
Жители города называются иркутяне.,0.9999999999999999,Жители города называются иркутяне.,C_to_B
Самого писателя называют буревестником революции.,1.0000000000000004,Самого писателя называют буревестником революции.,C_to_B
После окончания училища служил военным лётчиком на Северном флоте. ,0.9999999999999998,После окончания училища служил военным лётчиком на Северном флоте. ,C_to_B
"В свою очередь, Великобритания и Франция объявили войну Германии. ",1.0000000000000002,"В свою очередь, Великобритания и Франция объявили войну Германии. ",C_to_B
"Россия вышла из войны после победы Октябрьской революции 1917 г., заключив в марте 1918 г. тяжёлый для себя Брестский мир, по которому теряла большую территорию (Прибалтику, часть Белоруссии и Закавказья) и обязывалась выплатить контрибуцию в 6 млрд. марок. ",0.019808364625593575,Пастернак.,C_to_B
Птичкин. ,0.9999999999999997,Птичкин. ,C_to_B
Достоевскому работы скульптора А.И. ,0.9636963283039564,Достоевскому работы скульптора А.И. ,C_to_B
Маяковского «Хорошо!» ,1.0000000000000002,Маяковского «Хорошо!» ,C_to_B
"Среди людей, рожденных в годы советской власти, большинство было некрещеными. ",1.0000000000000004,"Среди людей, рожденных в годы советской власти, большинство было некрещеными. ",C_to_B
Курс на перестройку поддержало большинство граждан СССР. ,0.9999999999999998,Курс на перестройку поддержало большинство граждан СССР. ,C_to_B
Чаще всего это фамилии представителей нерусских и неславянских народов России. ,1.0000000000000004,Чаще всего это фамилии представителей нерусских и неславянских народов России. ,C_to_B
"Храни себя, храни!».",1.0000000000000002,"Храни себя, храни!».",C_to_B
"Михе, А.А. ",0.8585815049393367,"Михе, А. ",C_to_B
Ургант прозвучала «Песня десятого десантного батальона» Б. ,1.0,Ургант прозвучала «Песня десятого десантного батальона» Б. ,C_to_B
За победу на Куликовом поле великий князь московский Дмитрий Иванович был прозван Донским (см. ,0.9999999999999998,За победу на Куликовом поле великий князь московский Дмитрий Иванович был прозван Донским (см. ,C_to_B
Репину (1896 г.) и Вал.А. ,1.0000000000000002,Репину (1896 г.) и Вал.А. ,C_to_B
Крупнейшее сражение Отечественной войны 1812 года между русской армией под командованием генерала М.И. ,1.0000000000000004,Крупнейшее сражение Отечественной войны 1812 года между русской армией под командованием генерала М.И. ,C_to_B
"В результате победы над шведами в Северной войне Россия, наконец, получила выход к Балтийскому морю. ",0.9392125817598749,В результате победы над шведами в Северной войне Россия получила выход к Балтийскому морю. ,C_to_B
На Арбате находится Театр им. ,0.9999999999999999,На Арбате находится Театр им. ,C_to_B
"Росси, театр работает с 1832 г. – именно тогда театр стал называться Александринским – в честь супруги императора Николая I Александры Фёдоровны. ",0.47802875397385525,"Росси, театр работает с 1832 г. ",C_to_B
Золотухин. ,0.9999999999999999,Золотухин. ,C_to_B
" Еще одно, последнее сказанье –",1.0," Еще одно, последнее сказанье –",C_to_B
Русская равнина).,0.9999999999999999,Русская равнина).,C_to_B
Отсюда их название – косоворотка. ,1.0000000000000004,Отсюда их название – косоворотка. ,C_to_B
"Бородина, «Русалка» А.С. ",0.947155877774556,"Бородина, «Русалка» А.С. ",C_to_B
Сурикова «Утро стрелецкой казни» (1881 г.). ,0.9077644131117502,Сурикова «Утро стрелецкой казни» (1881 г.). ,C_to_B
После сражения под Смоленском к своему княжескому титулу он получил прибавление Смоленский.,1.0000000000000002,После сражения под Смоленском к своему княжескому титулу он получил прибавление Смоленский.,C_to_B
Зрительный образ Незнайки был создан художниками А.М. ,1.0000000000000004,Зрительный образ Незнайки был создан художниками А.М. ,C_to_B
Кившенко на картине «Военный совет в Филях в 1812 году» (1880 г.). ,0.9395078713686263,Кившенко на картине «Военный совет в Филях в 1812 году» (1880 г.). ,C_to_B
Мариинка) театры и др. ,0.9735762767153717,Мариинка) театры и др.,C_to_B
"Корин создал триптих «Александр Невский», где образ русского князя-воина символизирует борьбу народа за свободу своей земли.",0.9999999999999991,"Корин создал триптих «Александр Невский», где образ русского князя-воина символизирует борьбу народа за свободу своей земли.",C_to_B
Лисянского и С.И. ,0.9999999999999998,Лисянского и С.И. ,C_to_B
"Названием фильма стала часть русской пословицы Москва слезам не верит, ей дело подавай.",0.9999999999999997,"Названием фильма стала часть русской пословицы Москва слезам не верит, ей дело подавай.",C_to_B
"Там он знакомится с соседями: с молодым поэтом Владимиром Ленским и с семейством Лариных – вдовой и её двумя дочерьми, Татьяной и Ольгой. ",0.8664724865012292,"Онегин знакомится с соседями: с молодым поэтом Владимиром Ленским и с семьёй Лариных – вдовой и её двумя дочерьми, Татьяной и Ольгой. ",C_to_B
И. ,1.0,И. ,C_to_B
 Конца и края нет…,1.0000000000000002, Конца и края нет…,C_to_B
"Пушкина, «Фауст» И.",1.0,"Пушкина, «Фауст» И.",C_to_B
У каждого из них своя история и свой характер. ,0.9999999999999998,У каждого из них своя история и свой характер. ,C_to_B
Под этим выражением обычно подразумевается любой человек европейской внешности со смуглым цветом лица и тёмными волосами. ,1.0000000000000004,Под этим выражением обычно подразумевается любой человек европейской внешности со смуглым цветом лица и тёмными волосами. ,C_to_B
Тяжелые природно-климатические условия жизни были причиной слабости крестьянских (см. крестьянин) хозяйств. ,0.9999999999999992,Тяжелые природно-климатические условия жизни были причиной слабости крестьянских (см. крестьянин) хозяйств. ,C_to_B
Разговорное название Государственного музея изобразительных искусств им. ,1.0000000000000002,Разговорное название Государственного музея изобразительных искусств им. ,C_to_B
На одном из самых известных пейзажей в творчестве Шишкина изображён густой непроходимый лес средней полосы России. ,0.9999999999999997,На одном из самых известных пейзажей в творчестве Шишкина изображён густой непроходимый лес средней полосы России. ,C_to_B
"Демьяненко), способный найти выход из самых трудных ситуаций. ",1.0,"Демьяненко), способный найти выход из самых трудных ситуаций. ",C_to_B
"Верещагин (Храм Христа Спасителя в Москве), М.В. ",0.44394413615718376,"Верещагин,  М.В. ",C_to_B
М.М. ,1.0000000000000002,М.М. ,C_to_B
"Старый Новый год празднуется тише, часто в кругу друзей. ",1.0000000000000004,"Старый Новый год празднуется тише, часто в кругу друзей. ",C_to_B
Таривердиева в исполнении Иосифа Кобзона.,1.0000000000000004,Таривердиева в исполнении Иосифа Кобзона.,C_to_B
Трагическая история талантливого тульского оружейника интерпретировалась в разных видах искусства. ,0.8966781244546373,Трагическая история талантливого тульского оружейника имеет интерпретации в разных видах искусства. ,C_to_B
«Берëзка» − название одного из знаменитых ансамблей народного танца в России.,0.9999999999999994,«Берëзка» − название одного из знаменитых ансамблей народного танца в России.,C_to_B
Пересмотр роли Ленина в истории России начался в годы перестройки. ,1.0,Пересмотр роли Ленина в истории России начался в годы перестройки. ,C_to_B
"Его основу составляют события, происходящие по воле джинна Гассана Абдурахмана ибн Хоттаба, выпущенного на волю из старинного кувшина советским пионером Волькой Костыльковым. ",0.7904306829960762,"Его основу составляют приключения пионера Вольки Костылькова и джинна Гассана Абдурахмана ибн Хоттаба, которого Волька случайно выпустил на волю из старинного кувшина. ",C_to_B
"Незнайкой могут в шутку назвать человека, который ничего не знает, или недобросовестного школьника.",0.8048549508973761,"Незнайкой могут в шутку назвать человека, который ничего не знает, или школьника, который плохо учится.",C_to_B
Сам актер считал её лучшей из своих киноработ.,1.0,Сам актер считал её лучшей из своих киноработ.,C_to_B
Петров. ,1.0000000000000002,Петров. ,C_to_B
Храм состоит из трех основных частей. ,0.9999999999999998,Храм состоит из трех основных частей. ,C_to_B
"В некоторых сказках у Бабы-Яги одна нога костяная, поэтому её называют Баба-Яга – костяная нога. ",0.9979053162896512,"В некоторых сказках у Бабы-Яги одна нога костяная, поэтому её называют Баба-Яга – костяная нога.",C_to_B
"Жители называются петербуржцы (он – петербуржец, она – петербурженка).",0.8316050086411728,"Жители  города называются петербуржцы (он  –  петербуржец, она  –  петербурженка).",C_to_B
"Мужчины к нему готовятся заранее: покупают подарки, готовят сюрпризы. ",0.9999999999999997,"Мужчины к нему готовятся заранее: покупают подарки, готовят сюрпризы. ",C_to_B
"Среди лент, снятых уже в XXI в., широко известны «Мы из будущего» А.И. ",0.8636000865137199,"Среди лент, снятых уже в XXI в., широко известны: «Мы из будущего» А.И. ",C_to_B
"Праздники приходятся на момент зимнего солнцестояния и осмысляются как пограничный период между старым и новым хозяйственным годом, кроме того, со Святками связаны представления о том, что в эти дни Бог, радуясь рождению сына, выпускает с «того света» и души умерших, и нечистую силу. ",0.744403093646001,"Со Святками связаны представления о том, что в эти дни Бог, радуясь рождению сына, выпускает с «того света» и души умерших, и нечистую силу. ",C_to_B
"Сталин ещё при жизни стал персонажем политических анекдотов, количество которых особенно возросло после его смерти. ",0.7696779602013788,Сталин ещё при жизни стал персонажем политических анекдотов. ,C_to_B
"Пословицу С миру по нитке – голому рубашка употребляют, когда хотят сказать, что общими усилиями можно помочь человеку в беде. ",1.0000000000000002,"Пословицу С миру по нитке – голому рубашка употребляют, когда хотят сказать, что общими усилиями можно помочь человеку в беде. ",C_to_B
Среди самых известных картин с изображением поля – «Рожь» И.И. ,0.9043314136341005,Среди самых известных картин с изображением поля – «Рожь» И.И. ,C_to_B
"Период реформ и преобразований в общественно-политической, экономической, научной и культурной жизни Советского Союза (1985-1991 гг.).",0.9062633335096592,"Период реформ в общественно-политической, экономической, научной и культурной жизни Советского Союза (1985-1991 гг.).",C_to_B
Дмитрий Иванович Менделеев родился в 1834 г. в Сибири в семье директора гимназии города Тобольска. ,0.9513096644903417,Дмитрий Иванович Менделеев родился в 1834 г. в Сибири в семье директора гимназии города Тобольска. ,C_to_B
Опекушина. ,0.9999999999999999,Опекушина. ,C_to_B
Майскими праздниками называют Праздник Весны и Труда − 1 Мая и День Победы − 9 Мая. ,0.9999999999999994,Майскими праздниками называют Праздник Весны и Труда − 1 Мая и День Победы − 9 Мая. ,C_to_B
Крюков (1950 г.) и Д.Д. ,1.0000000000000002,Крюков (1950 г.) и Д.Д. ,C_to_B
Начало литературной деятельности Даля относится к 1830 г. ,0.9058763692883837,Начало литературной деятельности Даля относится к 1830 г. ,C_to_B
"Эллингтон написал сюиту «Щелкунчик из Гарлема», которая стала популярна в последние десятилетия.",0.8242792910975906,Эллингтон написал сюиту «Щелкунчик из Гарлема.,C_to_B
"Новая экономическая политика ориентировалась на широкое использование рыночных отношений, допускала развитие капитализма при сохранении строгого государственного контроля. ",0.7649890435102467,"Новая экономическая политика ориентировалась на широкое использование рыночных отношений, допускала развитие капитализма при сохранении строгого государственного контроля: разрешалась частная торговля, аренда земли и предприятий, наём рабочей силы, концессии и т.д.",C_to_B
Покрассов на слова В.И. ,1.0,Покрассов на слова В.И. ,C_to_B
"В ставшем вскоре знаменитым фильме «Тёмная ночь» песня прозвучала в исполнении популярного актера и певца Марка Бернеса, сыгравшего одну из главных ролей. ",1.0000000000000002,"В ставшем вскоре знаменитым фильме «Тёмная ночь» песня прозвучала в исполнении популярного актера и певца Марка Бернеса, сыгравшего одну из главных ролей. ",C_to_B
Толстого «Царь Фёдор Иоаннович» новый Московский художественный театр (см. ,1.0000000000000004,Толстого «Царь Фёдор Иоаннович» новый Московский художественный театр (см. ,C_to_B
"Атаман Платов, увозя Левшу в Англию по приказу Александра I, швыряет мастера «к себе в коляску в ноги». ",0.578352771142398,"Атаман Платов увозит Левшу в Англию по приказу императора Александра I, но плохо обращается с ним. ",C_to_B
Пушкина. ,1.0,Пушкина. ,C_to_B
"Родился в рубашке говорят об удачливом, счастливом человеке (это связано с тем, что рубашкой называется и оболочка плода в утробе матери); остаться в одной рубашке значит «разориться, дойти до нищеты». ",0.8216098404081899,"Родился в рубашке говорят об удачливом, счастливом человеке; остаться в одной рубашке значит «разориться, дойти до нищеты». ",C_to_B
"В них он предстает как умный, хитрый и жестокий соперник своих политических оппонентов. ",0.8407005508634124,"В них он – умный, хитрый и жестокий соперник своих политических оппонентов.",C_to_B
Наиболее известные портреты Николая I созданы художниками Дж. ,1.0000000000000004,Наиболее известные портреты Николая I созданы художниками Дж. ,C_to_B
Это элемент якоря – одного из символов раннего христианства. ,0.714458662805694,"Это элемент якоря, который тоже является символом раннего христианства. ",C_to_B
Булгакова «Иван Васильевич» (1835 г.).,0.9052675349768129,Булгакова «Иван Васильевич» (1835 г.).,C_to_B
"Сказка представляет собой рассказ мальчика-грязнули, который был наказан Мойдодыром, но прощён после того, как тот умылся и привёл себя в порядок.",1.0000000000000004,"Сказка представляет собой рассказ мальчика-грязнули, который был наказан Мойдодыром, но прощён после того, как тот умылся и привёл себя в порядок.",C_to_B
"Главный герой фильма стал символом смелости, находчивости и русского народного остроумия. ",0.9999999999999998,"Главный герой фильма стал символом смелости, находчивости и русского народного остроумия. ",C_to_B
"Евтушенко «Наследники Сталина», поэма А.А. ",0.9784543695807673,"Евтушенко «Наследники Сталина», поэма А.А. ",C_to_B
"В XVI-XVII вв. в России существовали и земские (то есть государственные, всей земли) соборы – собрания представителей различных слоёв населения для обсуждения важнейших вопросов жизни страны. ",1.0000000000000004,"В XVI-XVII вв. в России существовали и земские (то есть государственные, всей земли) соборы – собрания представителей различных слоёв населения для обсуждения важнейших вопросов жизни страны. ",C_to_B
"В последующие годы: Киев, Москва, Керчь, Новороссийск, Минск, Тула, Мурманск, Смоленск, Брестская крепость (крепость-герой).",1.0000000000000002,"В последующие годы: Киев, Москва, Керчь, Новороссийск, Минск, Тула, Мурманск, Смоленск, Брестская крепость (крепость-герой).",C_to_B
"Гимнастерка шилась из плотной ткани цвета хаки, с прямым стоячим воротником; оставалась военной форменной одеждой до 1969 г.",0.6330964990767094,Гимнастерка оставалась военной форменной одеждой до 1969 г.,C_to_B
"Мусоргского, «Сказка о царе Салтане» и «Золотой петушок» Н.А. ",1.0000000000000002,"Мусоргского, «Сказка о царе Салтане» и «Золотой петушок» Н.А. ",C_to_B
"Чацкий проповедует свободолюбивые идеи, заявляет о необходимости самостоятельности мнений и суждений, в то время как в обществе считается невозможным «сметь своё суждение иметь»; он возмущëн тем, что общество преклоняется перед всем иностранным, презирая родной язык, и говорит на смеси «французского с нижегородским» (от названия русского города Нижний Новгород). ",0.975363311107199,"Чацкий проповедует свободолюбивые идеи, заявляет о необходимости самостоятельности мнений и суждений, в то время как в обществе считается невозможным «сметь своë суждение иметь»; он возмущëн тем, что общество преклоняется перед всем иностранным, презирая родной язык, и говорит на смеси «французского с нижегородским» (от названия русского города Нижний Новгород). ",C_to_B
В этом отделе библиотеки организован Музей Книги.,1.0,В этом отделе библиотеки организован Музей Книги.,C_to_B
"Гуно), Мельника («Русалка» А.С. ",0.9999999999999996,"Гуно), Мельника («Русалка» А.С. ",C_to_B
"Например, известная русская фамилия Да́шков принадлежит княжескому роду, а фамилия Дашко́в – менее известному дворянскому. ",1.0,"Например, известная русская фамилия Да́шков принадлежит княжескому роду, а фамилия Дашко́в – менее известному дворянскому. ",C_to_B
Образ Дмитрия Донского воплощён художниками: О.А. ,0.9828280880457801,Образ Дмитрия Донского воплощён художниками: О.А. ,C_to_B
Окуджавы об Арбате:,1.0000000000000002,Окуджавы об Арбате:,C_to_B
Большинство верующих – православные (см. православие) христиане.,0.8478284414909945,Большинство верующих – православные христиане.,C_to_B
"Внучка Деда Мороза, красивая и очень добрая девочка, с конца ХIХ в. – один из самых популярных и любимых персонажей новогоднего праздника в России. ",1.0000000000000009,"Внучка Деда Мороза, красивая и очень добрая девочка, с конца ХIХ в. – один из самых популярных и любимых персонажей новогоднего праздника в России. ",C_to_B
Традиционное название политической и экономической зависимости Руси и эксплуатации её земель монголо-татарскими феодалами в период с 1243 по 1480 г.,0.972806572996865,Традиционное название политической и экономической зависимости Руси и эксплуатации её земель монголо-татарскими феодалами в период с 1243 по 1480 г.,C_to_B
Стали крылатыми слова песни «Издалека долго  Течёт река Волга».,0.9999999999999993,Стали крылатыми слова песни «Издалека долго  Течёт река Волга».,C_to_B
