source,cos_sim,target,level
"В русском языке существуют устойчивые выражения: вот тебе крест, что означает – поверь мне; креста на тебе нет – негативная характеристика поступка или поведения адресата; мой крест, то есть моя судьба; нести (свой) крест означает терпеливо переносить страдания, испытания, тяжёлую судьбу; поставить крест – окончательно разуверившись в чем-либо, отказаться от чего-либо, перестать думать, надеяться на что-либо.",0.69479722417629,"
В русском языке существуют выражения: Вот тебе крест, что означает – поверь мне; мой крест – моя судьба; поставить крест – окончательно перестать верить во что-либо, отказаться от чего-либо.
",C_to_A
Балет П.И. Чайковского (либретто В.П. Бегичева и В.Ф. Гельцера ).,0.7618222921501909,Балет П.И. Чайковского (либретто В.П. Бегичева и В.Ф. Гельцера).,C_to_A
В 2014 г. перед зданием МХТ открыт памятник основателям театра В.И. Немировичу-Данченко и К.С. Станиславскому (скульптор и архитектор А. Морозов).,0.9814740858518997,"
В 2014 г. перед зданием МХТ открыт памятник основателям театра В.И. Немировичу-Данченко и К.С. Станиславскому (скульптор и архитектор А.В. Морозов).",C_to_A
"Варежки обычно вяжут из шерстяных ниток, их может украшать вышивка или разноцветный вывязанный узор. Вязание варежек − традиционный вид женского рукоделия. Связанные своими руками варежки могут быть хорошим подарком близким людям, особенно детям.",0.612985032880151,Варежки  вяжут из шерстяных ниток. Вязание варежек − традиционный вид женского рукоделия.,C_to_A
"Крест венчает христианский храм – воздвигается на куполе церкви. В православии крест – необходимая принадлежность престола в церковном алтаре, он завершает иконостас и служит как бы печатью для всех священных для христиан предметов. После крещения верующие постоянно носят крест на груди (нательный или наперсный крест – от старославянского перси – грудь). Крест ставят на могилах в ногах покойника и изображают на памятниках.",0.2830240406312023,"
Верующие люди носят крест на груди.",C_to_A
Картина относится к числу самых известных произведений русской живописи и полотен художника. Веру Мамонтову часто сравнивают с героиней романа Л. Н. Толстого «Война и мир» Наташей Ростовой.,0.5991971981105585,Картина относится к числу самых известных произведений русской живописи и полотен художника. ,C_to_A
"Читатель встречается с Онегиным, когда тому уже «наскучил жизни шум», ни чтение, ни сочинительство его тоже не увлекали – «как женщин, он оставил книги». Устав от светской жизни и получив в наследство поместье, Евгений переезжает в деревню, вначале радуясь переменам в жизни, но вскоре снова заскучав. Там он встречает Татьяну Ларину, любовь которой не находит ответа в его сердце; пытается подружиться с поэтом-романтиком Владимиром Ленским, но вскоре убивает его на дуэли после нелепой ссоры. В состоянии глубокого душевного кризиса и пытаясь ещё раз изменить свою жизнь, найти в ней интерес, Онегин отправляется в путешествие по России. Но ничего, кроме тоски, невозможности реализовать себя в общественной жизни, Онегин из путешествия не привозит. Через три года он возвращается в Петербург и, сразу же попав на бал, встречает Татьяну, уже светскую даму, жену генерала. В душе героя вспыхивает любовь, которую теперь отвергает Татьяна, покорившись судьбе, но любя по-прежнему только Евгения.",0.44228542919472236,"
Онегин хочет изменить свою жизнь, найти в ней смысл. Он уезжает путешествовать по России. Через три года возвращается в Петербург и на балу встречает Татьяну. Она уже светская дама, жена генерала. Онегин понимает, что полюбил Татьяну, но теперь она не отвечает на его любовь. Она верная жена, хотя любит его по-прежнему.",C_to_A
" В лесу родилась ёлочка,
 В лесу она росла.
 Зимой и летом стройная,
 Зелёная была…
 ………………
 Теперь она нарядная
 На праздник к нам пришла
 И много−много радостей
 Детишкам принесла.",1.0000000000000004," В лесу родилась ёлочка,
 В лесу она росла.
 Зимой и летом стройная,
 Зелёная была…
 ………………
 Теперь она нарядная
 На праздник к нам пришла
 И много−много радостей
 Детишкам принесла.",C_to_A
"Театр всегда пользовался большой популярностью у публики. В наше время он по-прежнему сочетает новаторство и традиции. В его репертуар входят и классические постановки опер и балетов, и современные: балет «Анна Каренина» и опера «Левша» Р. Щедрина, опера-мистерия «Братья Карамазовы» А. Смелкова, балет «Драгоценности» на музыку Г. Форе, И. Стравинского и П.И. Чайковского.",0.3473030727868213,"
В репертуар театра входят постановки классических и современных опер и балетов.",C_to_A
На зарубежных гастролях балет Большого театра часто называют The Bolshoi ballet. Это наименование в русском варианте – Большой балет – в последние годы стало использоваться и в России. В разговорной речи театр называют просто Большой.,0.41788521637183645,"
В разговорной речи театр называют просто Большой.
",C_to_A
"В старину на Руси Масленица считалась самым весёлым праздником, которым отмечали начало весенних полевых (см. поле) работ. На Масленицу проходили народные гулянья, во время которых катались на санях, играли, пели и танцевали, ходили друг к другу в гости, пекли блины (см. блин) и угощали ими всех. Блины имели магическое значение: горячие и круглые, они символизировали солнце. Центральной фигурой праздника была сама Масленица – кукла из соломы, которую сжигали в конце праздничной (масленичной) недели. Каждый день Масленицы имеет своё название: понедельник – «встреча», вторник – «заигрыш», среда – «лакомства», четверг – «широкая Масленица», пятница – «к тёще на блины», суббота – «проводы», последний день Ммасленицы – «Прощёное воскресенье», когда все просят друг у друга прощения.",0.5585743350583005,"
В старину на Руси Масленица была  самым весёлым праздником начала весенних полевых (см. поле) работ. На Масленицу катались на санях, играли, пели и танцевали, ходили друг к другу в гости, пекли блины (см. блин) и угощали ими всех. ",C_to_A
"Важное значение шапки для русских закрепилось во многих устойчивых выражениях: по Сеньке и шапка скажут о человеке, который не заслуживает большего, чем имеет; на воре шапка горит говорят о том, кто своим поведением случайно выдает о себе то, что хотел бы скрыть; ломать шапку перед кем-нибудь означает «унижаться и заискивать». Человеку дают по шапке, а он получает по шапке, если его наказывают, прогоняют, увольняют. Шапкозакидательством (от закидать шапками) называют любые хвастливые обещания. Шапочным знакомством оказывается самое поверхностное знакомство, а сильно опоздавший человек приходит обычно к шапочному разбору.",0.4182381714771584,"Слово шапка встречается во многих устойчивых выражениях, например: шапочным знакомством называют самое поверхностное знакомство; прийти с большим опозданием значит прийти к шапочному разбору.
",C_to_A
"Русская национальная женская одежда: платье без рукавов, надеваемое поверх блузки или рубашки.",0.6557359690963639,"Русская национальная женская одежда, платье без рукавов.",C_to_A
"В старину валенки носили и в деревне, и в городе. В наши дни валенки как правило носят жители деревни. В городе в них обувают в основном  маленьких детей. Производство валенок сохраняется в России.  Над современным дизайном традиционной русской обуви работают  художники: валенки украшают вышивкой или аппликацией, сохраняя при этом их традиционную форму. ",0.43505854823686246,"
В прошлом валенки носили и в деревне, и в городе. В наше время – в основном в деревне. В городе валенки обычно обувают маленьким детям.",C_to_A
"Написана в 1905 г., спустя два года после публикации в декабре 1903 г. в новогоднем номере журнала «Малютка» стихотворения «Ёлочка», подписанного псевдонимом Кудашевой «А.Э.». Обычно исполняется в хороводе вокруг  новогодней ёлки. В песне поется о маленькой красивой ёлочке, которая из лесу пришла на праздник к  детям:",0.4754558207333432,Написана в 1905 г. Обычно исполняется в хороводе вокруг  новогодней ёлки.,C_to_A
"Слово калинка популярно как название кафе, ресторанов, магазинов.",0.9999999999999996,"Слово калинка популярно как название кафе, ресторанов, магазинов.
",C_to_A
Пьесы Толстого и инсценировки его повестей и романов постоянно ставятся на сцене драматических театров. В 1952 г. по роману «Война и мир» С.С. Прокофьев написал одноименную оперу. Романы «Анна Каренина» и «Война и мир» много раз экранизировались в России и за рубежом.,0.40387640472519803,"
По произведениям Толстого написаны опера С.С. Прокофьева «Война и мир», балет Р.К. Щедрина «Анна Каренина»,",C_to_A
"Головной убор, обычно тёплый и мягкий.",0.6688931238393035,Тёплый и мягкий головной убор.,C_to_A
В сарафанах изображаются женщины и молодые девушки на иллюстрациях к русским народным сказкам или в мультфильмах по сказочным сюжетам.,0.2106562775549181,"
В сарафаны обычно одеты героини русских сказок.",C_to_A
"В 1824 г. был уволен со службы и сослан в имение отца Михайловское под Псковом, где пробыл два года. В этот период Пушкин отошёл от романтического мировосприятия, изображения исключительной личности. Предметом его поэзии стала обычная жизнь соседей-помещиков, сцены деревенского (см. деревня) быта. Он также много размышляет об историческом прошлом России, о роли личности в истории, пишет трагедию «Борис Годунов». В Михайловском Пушкин узнал о восстании декабристов, многие из которых были его друзьями. Позднее посвятил им стихотворения «Арион», «В Сибирь» и некоторые строфы романа «Евгений Онегин». В 1826 г. по решению нового императора Николая I, ставшего личным цензором поэта, был возвращён из ссылки, ему было разрешено проживание в Москве и в Петербурге. В Москве Пушкин встретился с Натальей Николаевной Гончаровой, которая в 1831 г. стала его женой. В 1829 г. самовольно ездил на Кавказ, чтобы встретиться с друзьями, сосланными в действующую армию за участие в восстании декабристов. По впечатлениям этой поездки написал «Путешествие в Арзрум». С 1830 г. и до конца жизни поэт жил в Петербурге. Осень 1830 г. провёл в своем имении Болдино в Нижегородской губернии. За три месяца там были написаны «Маленькие трагедии», цикл повестей в прозе «Повести покойного Ивана Петровича Белкина», много лирических стихотворений. В произведениях Пушкина появляется новый герой – ничем не примечательный «маленький человек». Выражение болдинская осень, став крылатым, употребляется, когда говорят о наиболее плодотворном периоде в чьей-либо творческой биографии.",0.1911290541847692,"
затем два года – в имении отца в селе Михайловском под Псковом. ",C_to_A
Картина В.М. Васнецова.,0.29890245451456804,«Алёнушка» — одна из самых любимых в России картин В. М. Васнецова. Репродукцию этой картины часто включают в школьные учебники и сборники народных сказок.,C_to_A
Детская новогодняя песня (см. Новый год) Л.К. Бекмана на слова Р.А. Кудашевой.,0.9999999999999993,Детская новогодняя песня (см. Новый год) Л.К. Бекмана на слова Р.А. Кудашевой.,C_to_A
Картина А. К. Саврасова.,1.0000000000000002,Картина А. К. Саврасова.,C_to_A
"К роману обращались многие художники. Среди самых знаменитых иллюстраций к нему – работы И.Е. Репина, В.Г. Перова, М.В. Добужинского, Е.П. Самокиш-Судковской, Л.Я. Тимошенко, Н.В. Кузьмина, Д.А. Белюкина.",0.5666955788408754,"
Художники И.Е. Репин, М.В. Добужинский, Д.А. Белюкин, Л.Я. Тимошенко, Е.П. Самокиш-Судковская",C_to_A
"В 1853 г. театр, построенный О.И. Бове, уничтожил пожар. Погибли декорации, костюмы, редкие инструменты, нотная библиотека. В конкурсе на лучший проект восстановления театра победил архитектор Альберт Кавос. По его проекту в 1855-1856 гг. было построено здание, которое стоит до сих пор.",0.36642011808960684,"
Современное здание Большого театра построено в 1855-1856 гг. по проекту архитектора А. Кавоса.",C_to_A
"Осенью 1856 г. Толстой вышел в отставку и отправился в заграничное путешествие во Францию, Швейцарию, Италию, Германию. Вернувшись в Россию, открыл школу для крестьянских (см. крестьянин) детей в Ясной Поляне, а затем – более 20 школ в окрестных деревнях (см. деревня). Педагогика стала вторым призванием Толстого: он создавал учебники для школ, писал педагогические статьи.",0.27643494131813284,"
После войны вернулся в Ясную Поляну, открыл школу для крестьянских детей, писал для них буквари, учебники, книги для чтения.",C_to_A
"Великий русский писатель, классик русской литературы ХIХ в.",0.9922947547061315,"Великий русский писатель, классик русской литературы ХIХ в. ",C_to_A
"До 1917 г. (см. Октябрьская революция 1917 г.) в храмах велась запись актов гражданского состояния: в специальных книгах фиксировались даты рождения и крещения, венчания (см. свадьба), смерти и отпевания. В настоящее время храмы служат исключительно для удовлетворения религиозных потребностей верующих. Особенно много верующих собирается в храмах в дни больших православных праздников: на Пасху, на Рождество, на Крещение и др.",0.5020374604778266,"
Особенно много верующих собирается в храмах в дни больших православных  праздников: на Пасху, на Рождество и др.",C_to_A
"С ХVIII в. в России на Рождество было принято наряжать ёлку. На её вершине устанавливали звезду. Для верующих – это символ рождественской Вифлеемской звезды. В конце ХIХ в. появились первые поздравительные рождественские открытки с изображением библейских сюжетов, русских церквей (см. церковь), зимних пейзажей, ёлок и словами поздравления: «С Рождеством Христовым!» или: «С Рождеством Христовым! С Новым годом!». Символом праздничного рождественского стола были жареный поросёнок (см. свинья) или гусь с яблоками (см. яблоко).",0.4994946307399764,"
Символом праздничного рождественского стола были рождественский поросёнок (см. свинья) и гусь с яблоками (см. яблоко).",C_to_A
"Пасхальные Богослужения в Русской Православной Церкви особенно торжественны, начинаются с вечера субботы и длятся после Светлого Христова Воскресения в течение всей пасхальной недели.",0.30786778553118727,"
Пасхальные службы в церкви очень торжественные и красивые.",C_to_A
"Музей находится в центре Москвы, напротив Храма Христа Спасителя. Здание было построено в 1898-1912 гг. архитектором Р.И. Клейном в стиле неоклассицизма, является памятником архитектуры. Музей был создан И.В. Цветаевым (отцом поэтессы М.И. Цветаевой) на основе кабинета изящных искусств при Московском университете, преобразованного им в коллекцию копий античной и ренессансной скульптуры. Открыт в 1912 г. под названием Музей изящных искусств императора Александра III при Московском университете. С 1937 г. носит имя А.С. Пушкина.",0.4171867532287295,Музей находится в центре Москвы. Он был построен в 1898-1912 гг. архитектором Р.И. Клейном и является памятником архитектуры.  ,C_to_A
"На полотне изображены богатыри (см. богатырь) − Илья Муромец, Алëша Попович и Добрыня Никитич − герои многих былин (см. былина). В представлениях народа богатыри − защитники русской земли. Художник изобразил их верхом на конях. В центре − старый и мудрый Илья, справа от него − Добрыня, слева − самый молодой Алëша. Чтобы подчеркнуть мощь и силу своих героев, художник написал их на фоне открытого горизонта Среднерусской равнины (см. Русская равнина).",0.534141382165768,"Картина написана на сюжет из русского фольклора. На полотне на фоне широкой равнины изображены богатыри (см. богатырь) – защитники русской земли. В центре  –  старый и мудрый Илья Муромец, справа от него  –  Добрыня Никитич,  слева  – самый молодой  Алёша Попович.",C_to_A
Тема Воскресения Христа – одна из основных тем русской иконописи. Среди наиболее известных работ – мозаики и иконы М.В. Нестерова.,0.9902849661290362,"
Тема Воскресения Христа – одна из основных тем русской иконописи. Среди наиболее известных работ – мозаики и иконы М.В. Нестерова.",C_to_A
Старейший театр оперы и балета в России. Официальное название – Государственный академический Большой театр России. ,0.9999999999999996,Старейший театр оперы и балета в России. Официальное название – Государственный академический Большой театр России. ,C_to_A
"Борщ – одно из самых распространенных первых блюд традиционной русской кухни наряду со щами (см. щи). Борщ обязательно входит в меню русских ресторанов и столовых. По православной традиции, во время поста готовят постный борщ, без сала или мяса, только на подсолнечном масле, с грибами, иногда с рыбой.",0.431738424671241,Борщ обязательно входит в меню русских ресторанов и столовых.,C_to_A
"В 1898 г. Чехов встретился с основателями Московского художественного театра (см. МХАТ) К.С. Станиславским и В.И. Немировичем-Данченко. Вскоре в новом театре была поставлена «Чайка», а за ней и написанные для МХТ пьесы «Три сестры», и «Вишнёвый сад». Успех чеховских спектаклей был огромен. Это обстоятельство закрепило за театром имя дома Чехова.",0.32911582557232866,"
В 1898 г. Московский художественный театр поставил «Чайку», а затем и другие пьесы Чехова. Спектакли имели огромный успех. ",C_to_A
"Существует народное название картины, не совпадающее с авторским – «Три медведя», хотя на картине изображены медведица и трое медвежат. ",0.8514415137425253,"Существует народное название картины – «Три медведя», хотя на картине изображены медведица и трое медвежат. 
",C_to_A
"Борщ – одно из самых распространенных первых блюд традиционной русской кухни наряду со щами (см. щи). Борщ обязательно входит в меню русских ресторанов и столовых. По православной традиции, во время поста готовят постный борщ, без сала или мяса, только на подсолнечном масле, с грибами, иногда с рыбой.",0.3010260697764153,Борщ – традиционное блюдо русской кухни.,C_to_A
С 1996 г. художественный руководитель и директор театра – В.А. Гергиев.,0.8179249878719262,"
С 1996 г. художественным руководителем и директором театра стал В.А. Гергиев.",C_to_A
"Во время Великой Отечественной войны, когда Ленинград находился в блокаде, коллекции Эрмитажа были эвакуированы в Свердловск. В 1944 г. началось восстановление зданий музея, которые пострадали от обстрелов.",0.3976713446728886,"
Во время Великой Отечественной войны, большую часть коллекции Эрмитажа перевезли в Свердловск (Екатеринбург).",C_to_A
Иногда за глаза Бабой-Ягой называют пожилую женщину с тяжёлым характером. У детей есть уменьшительно-пренебрежительное название Бабы-Яги – Бабка-Ëжка.,0.5085513819857792,"
Иногда Бабой-Ягой могут назвать пожилую женщину с трудным характером.
",C_to_A
"В старину на Руси Масленица считалась самым весёлым праздником, которым отмечали начало весенних полевых (см. поле) работ. На Масленицу проходили народные гулянья, во время которых катались на санях, играли, пели и танцевали, ходили друг к другу в гости, пекли блины (см. блин) и угощали ими всех. Блины имели магическое значение: горячие и круглые, они символизировали солнце. Центральной фигурой праздника была сама Масленица – кукла из соломы, которую сжигали в конце праздничной (масленичной) недели. Каждый день Масленицы имеет своё название: понедельник – «встреча», вторник – «заигрыш», среда – «лакомства», четверг – «широкая Масленица», пятница – «к тёще на блины», суббота – «проводы», последний день Ммасленицы – «Прощёное воскресенье», когда все просят друг у друга прощения.",0.3906385163353021,"
Центральной фигурой праздника была сама Масленица − кукла из соломы, которую сжигали в конце праздничной недели.",C_to_A
